date,temperature,temp_n_stations
2024-07-12,80.18554714678899,872
2024-07-13,80.42086956170704,867
2024-07-14,80.52306810829492,868
2024-07-15,80.03398560665137,872
2024-07-16,78.85247354879449,871
2024-07-17,77.64711010586882,869
2024-07-18,76.6346289977038,871
2024-07-19,76.8314576639816,869
2024-07-20,77.18306533218392,870
2024-07-21,76.44820787126437,870
2024-07-22,76.583667736,875
2024-07-23,77.61318977459955,874
2024-07-24,78.23935811481056,871
2024-07-25,77.84046305383734,873
2024-07-26,75.9822425228833,874
2024-07-27,74.67964786498857,874
2024-07-28,75.35840188774341,873
2024-07-29,76.8219142631579,874
2024-07-30,78.06448851487414,874
2024-07-31,78.55895585028571,875
2024-08-01,80.29206030444698,877
2024-08-02,80.60109630533485,881
2024-08-03,80.56051116931818,880
2024-08-04,79.98516379659091,880
2024-08-05,79.74816395681817,880
2024-08-06,78.4896256473265,879
2024-08-07,76.88603202850626,877
2024-08-08,75.52802426734927,879
2024-08-09,74.72332022095672,878
2024-08-10,74.91544896700796,879
2024-08-11,74.949393285877,878
2024-08-12,74.37395081621004,876
2024-08-13,74.4444787309008,877
2024-08-14,74.84641269520549,876
2024-08-15,75.79597842873433,877
2024-08-16,77.14542964685715,875
2024-08-17,76.37979674141876,874
2024-08-18,76.02197648394494,872
2024-08-19,75.60245677459955,874
2024-08-20,74.49645994380734,872
2024-08-21,73.52057395667048,877
2024-08-22,72.26508683219178,876
2024-08-23,72.60432906971428,875
2024-08-24,73.95317561741122,873
2024-08-25,74.26558098165138,872
2024-08-26,74.71598002742857,875
2024-08-27,75.64243186368844,873
2024-08-28,75.613966368,875
2024-08-29,74.01945114383561,876
2024-08-30,74.16414156621005,876
2024-08-31,74.65534483867278,874
2024-09-01,74.8516667437071,874
2024-09-02,73.05514329061785,874
2024-09-03,71.92871058628572,875
2024-09-04,72.19026223059362,876
2024-09-05,73.60128507428571,875
2024-09-06,72.77466246971429,875
2024-09-07,70.717315860252,873
2024-09-08,69.90190596781609,870
2024-09-09,71.62829478146453,874
2024-09-10,71.42347230434783,874
2024-09-11,70.74683512399541,871
2024-09-12,69.56230033065442,871
2024-09-13,69.88831353881278,876
2024-09-14,71.84180135542857,875
2024-09-15,71.21735094965675,874
2024-09-16,69.52514297146118,876
2024-09-17,68.04156511174457,877
2024-09-18,68.58242306849316,876
2024-09-19,70.35695518700115,877
2024-09-20,70.91845087571267,877
2024-09-21,69.43945704680365,876
2024-09-22,68.18402768378995,876
2024-09-23,68.00612205257143,875
2024-09-24,69.46704323630136,876
2024-09-25,69.75728166476625,877
2024-09-26,69.81922489497717,876
2024-09-27,70.07842582245132,873
2024-09-28,70.81695125465116,860
2024-09-29,70.67757246118192,863
2024-09-30,68.61011411880047,867
2024-10-01,67.83790491734575,859
2024-10-02,67.99550640140023,857
2024-10-03,67.94614612093022,860
2024-10-04,68.93531279582366,862
2024-10-05,69.62692026193248,859
2024-10-06,68.38851843655414,859
2024-10-07,66.54865825925926,864
2024-10-08,65.05215224593968,862
2024-10-09,64.80215280836237,861
2024-10-10,64.42434130313589,861
2024-10-11,65.10538780487805,861
2024-10-12,65.19308090592335,861
2024-10-13,63.10102033178114,859
2024-10-14,60.936963048723904,862
2024-10-15,58.80492411948956,862
2024-10-16,56.19529768060395,861
2024-10-17,54.32668659001162,861
2024-10-18,53.83790801627907,860
2024-10-19,56.66719418479533,855
2024-10-20,59.56165636374269,855
2024-10-21,61.40379681892523,856
2024-10-22,61.736426367132864,858
2024-10-23,61.51957739160839,858
2024-10-24,58.80482881191589,856
2024-10-25,57.882366957993,857
2024-10-26,58.69705003733956,857
2024-10-27,58.051945283040936,855
2024-10-28,58.395377904317385,857
2024-10-29,57.76567840654206,856
2024-10-30,57.02639222807017,855
2024-10-31,54.85758347423887,854
2024-11-01,52.872368899645814,847
2024-11-02,53.04135286863905,845
2024-11-03,53.31222721183432,845
2024-11-04,54.18629540661939,846
2024-11-05,54.30742181582054,847
2024-11-06,52.06421505785124,847
2024-11-07,51.03889485613208,848
2024-11-08,51.08623631213192,849
2024-11-09,50.753509334905665,848
2024-11-10,53.13041792080378,846
2024-11-11,53.400529427046266,843
2024-11-12,49.612855050767415,847
2024-11-13,48.26232961556604,848
2024-11-14,48.62394441273585,848
2024-11-15,47.97277343447462,847
2024-11-16,47.53708061018957,844
2024-11-17,49.42883395848161,843
2024-11-18,50.10132456516588,844
2024-11-19,47.43621675386444,841
2024-11-20,45.60075929166666,840
2024-11-21,44.42931684780024,841
2024-11-22,45.99009278953627,841
2024-11-23,47.03111905119048,840
2024-11-24,47.63630542073897,839
2024-11-25,45.99466098578199,844
2024-11-26,44.20054793491124,845
2024-11-27,44.067393514792904,845
2024-11-28,39.53382907345972,844
2024-11-29,36.16457316963226,843
2024-11-30,36.278195201660736,843
2024-12-01,37.815821914387634,841
2024-12-02,37.89194737914692,844
2024-12-03,38.91670038908659,843
2024-12-04,41.06528808649289,844
2024-12-05,38.96967212009512,841
2024-12-06,37.752431896305126,839
2024-12-07,41.272210252090794,837
2024-12-08,45.38844086499403,837
2024-12-09,44.37294599283154,837
2024-12-10,40.41486525833333,840
2024-12-11,38.4052767,840
2024-12-12,36.024756476190475,840
2024-12-13,37.724663066746125,839
2024-12-14,42.14184748506572,837
2024-12-15,43.72606053110047,836
2024-12-16,45.66772421837709,838
2024-12-17,46.46649996066746,839
2024-12-18,44.70561093667862,837
