date,pct_respiratory,pm25,pm25_n_stations,no2,no2_n_stations,ozone,ozone_n_stations,temperature,temp_n_stations,humidity,humidity_n_stations
2022-11-03,19.61,9.68768287587108,2296,8.616647449648712,427,0.027700707953063883,767,52.688839278012686,946,68.5757276354916,417
2022-11-04,18.86,8.278864048536208,2596,9.043067399061034,426,0.026205438481675395,764,52.86697669034995,943,66.99600717745804,417
2022-11-05,20.21,5.764756366754618,2274,6.944800700234192,427,0.027676259791122718,766,54.302631714893614,940,65.57733390865384,416
2022-11-06,21.77,5.8513763819383255,2270,6.097566697183098,426,0.02784070588235294,765,55.39768754100106,939,64.86002718509616,416
2022-11-07,20.44,5.52113306366344,2686,6.907568766899767,429,0.02668425,760,55.27239651483051,944,63.73738482254197,417
2022-11-08,20.15,5.731556861220905,2277,6.899647455813954,430,0.02658903187250996,753,52.478087834920636,945,66.35221112740385,416
2022-11-09,19.71,7.612548683421517,2268,8.436018088785046,428,0.026737588313413014,753,51.12076462314225,942,67.25146863855421,415
2022-11-10,19.26,8.180152790089739,2563,9.366782786542924,431,0.026131946452476573,747,50.13221331842386,939,66.9788297584541,414
2022-11-11,18.87,6.599426779307282,2252,9.092970273364486,428,0.022539694259012016,749,45.97051801814301,937,68.45996138834951,412
2022-11-12,20.33,6.56254517316209,2258,7.737501588652483,423,0.023697663989290497,747,42.12605173019272,934,66.42984370631068,412
2022-11-13,22.3,5.678556674685418,2702,6.593404512941177,425,0.025586038821954482,747,39.50590724786325,936,63.63666352184465,412
2022-11-14,20.56,6.8127273529411765,2261,9.858187371495326,428,0.023737985333333333,750,38.98243160425532,940,63.48477846376811,414
2022-11-15,20.57,7.905905030701754,2280,10.693340504651163,430,0.02400991877496671,751,38.637150114528104,943,66.9217354313253,415
2022-11-16,20.36,7.633582414984472,2576,9.754798104651163,430,0.02446696021220159,754,39.32376356581741,942,62.47963856354916,417
2022-11-17,20.04,8.045826165433173,2297,11.468409060324825,431,0.025215774666666666,750,36.99370467303609,942,59.05064484172662,417
2022-11-18,19.73,7.796591459353147,2288,10.752945590277777,432,0.026819472703062584,751,34.53367183757962,942,57.17080277458034,417
2022-11-19,21.65,7.686572913986536,2674,9.0573476937355,431,0.026705138482023966,751,34.552864182590234,942,53.23390472355769,416
2022-11-20,24.24,7.548937745245467,2261,9.703568958139536,430,0.02685916219839142,746,35.56606117021277,940,49.234158002409636,415
2022-11-21,22.57,9.015607477876106,2260,14.270784353488372,430,0.024439426845637584,745,38.70632403075292,943,50.273997442583735,418
2022-11-22,22.66,11.635332169465052,2561,16.76526821527778,432,0.022793793057409882,749,42.077814658898305,944,53.536592734449755,418
2022-11-23,22.58,13.021140492994746,2284,16.27340431712963,432,0.025655141145139813,751,44.866623249999996,944,58.366183446043166,417
2022-11-24,26.14,12.20569869190372,2285,10.919658487179488,429,0.026838609103078982,747,46.07617448777896,941,60.62874938609113,417
