date,humidity,humidity_n_stations
2024-06-29,56.04632556372549,408
2024-06-30,55.93030598034398,407
2024-07-01,53.2751906977887,407
2024-07-02,49.89037583618582,409
2024-07-03,50.33727364878049,410
2024-07-04,53.71048090441177,408
2024-07-05,52.49565132678133,407
2024-07-06,50.97770193103448,406
2024-07-07,52.3782793308642,405
2024-07-08,52.18476201724138,406
2024-07-09,52.78834003007519,399
2024-07-10,50.6578881414392,403
2024-07-11,48.41541828465347,404
2024-07-12,50.75821283663366,404
2024-07-13,51.851491417910445,402
2024-07-14,52.80825337530864,405
2024-07-15,54.205984669950745,406
2024-07-16,54.76374798522168,406
2024-07-17,55.23527078325124,406
2024-07-18,53.11720620689655,406
2024-07-19,50.76545191315137,403
2024-07-20,53.287232504950495,404
2024-07-21,56.007731261728395,405
2024-07-22,56.79245748410758,409
2024-07-23,54.89650048655257,409
2024-07-24,54.278544400978,409
2024-07-25,54.10555429828851,409
2024-07-26,53.11862793902439,410
2024-07-27,55.717704892682924,410
2024-07-28,55.78802449144255,409
2024-07-29,54.9763246902439,410
2024-07-30,53.90804072127139,409
2024-07-31,54.78071686797066,409
2024-08-01,51.87541367883211,411
2024-08-02,52.31594959806296,413
2024-08-03,52.35113186650485,412
2024-08-04,54.416628541262135,412
2024-08-05,53.72301934223301,412
2024-08-06,55.480381109489045,411
2024-08-07,56.44631205882353,408
2024-08-08,59.12739278588808,411
2024-08-09,58.815113931707316,410
2024-08-10,55.34498020681265,411
2024-08-11,54.86005997560976,410
2024-08-12,58.5521745,408
2024-08-13,59.27760288753056,409
2024-08-14,57.55416298284314,408
2024-08-15,55.660824185819074,409
2024-08-16,55.02625034558823,408
2024-08-17,59.89882292892156,408
2024-08-18,62.01114891666667,408
2024-08-19,57.718936669117646,408
2024-08-20,50.55033671007371,407
2024-08-21,50.262222897560974,410
2024-08-22,54.5986454403893,411
2024-08-23,56.98538916545012,411
2024-08-24,55.989787902439026,410
2024-08-25,55.71089214914426,409
2024-08-26,56.261325566909974,411
2024-08-27,53.24963097804878,410
2024-08-28,52.13149593932039,412
2024-08-29,53.14109195377129,411
2024-08-30,55.093463041162224,413
2024-08-31,54.51695497080292,411
2024-09-01,53.45454759512195,410
2024-09-02,49.56215079512195,410
2024-09-03,50.54049860731707,410
2024-09-04,52.79140349878345,411
2024-09-05,52.249228163414635,410
2024-09-06,52.13102949144254,409
2024-09-07,49.829382894348896,407
2024-09-08,44.84708545679012,405
2024-09-09,43.834309253071254,407
2024-09-10,46.75154809090909,407
2024-09-11,52.28909596059113,406
2024-09-12,56.111300785185186,405
2024-09-13,56.97696367321867,407
2024-09-14,55.58175063300493,406
2024-09-15,56.71811835960591,406
2024-09-16,59.445450997549024,408
2024-09-17,63.68516607090464,409
2024-09-18,62.33188028921568,408
2024-09-19,59.741203848780486,410
2024-09-20,57.793948739024394,410
2024-09-21,59.03675776097561,410
2024-09-22,61.46285424390244,410
2024-09-23,60.01045093414634,410
2024-09-24,59.22266249635037,411
2024-09-25,58.87477476399027,411
2024-09-26,56.40778144768856,411
2024-09-27,55.30283289242054,409
2024-09-28,53.46326557037037,405
2024-09-29,53.107030958024694,405
2024-09-30,52.58601519211823,406
2024-10-01,48.89714843349754,406
2024-10-02,47.0345370591133,406
2024-10-03,49.25075205665025,406
2024-10-04,50.929669140049135,407
2024-10-05,48.60049667407408,405
2024-10-06,48.22807721728395,405
2024-10-07,47.19939432029339,409
2024-10-08,46.30808053300733,409
2024-10-09,47.58803783578431,408
2024-10-10,47.289325658476656,407
2024-10-11,45.898152835380834,407
2024-10-12,48.66562811302211,407
2024-10-13,52.883248009828016,407
2024-10-14,53.06750860784314,408
2024-10-15,53.885358226044225,407
2024-10-16,55.79596965517242,406
2024-10-17,60.23752483497537,406
2024-10-18,55.86316389629629,405
2024-10-19,53.42505414320987,405
2024-10-20,52.862612071604936,405
2024-10-21,51.1311292345679,405
2024-10-22,53.41211797530865,405
2024-10-23,54.56492346666666,405
2024-10-24,53.559404905940596,404
2024-10-25,55.719792014814814,405
2024-10-26,50.797526972839506,405
2024-10-27,51.32551333910891,404
2024-10-28,57.12536056790123,405
2024-10-29,64.97032070967742,403
2024-10-30,66.59024390099009,404
2024-10-31,65.66187146782178,404
2024-11-01,63.39369904260652,399
2024-11-02,66.78647815075377,398
2024-11-03,67.66528740954774,398
2024-11-04,65.7110352361809,398
2024-11-05,66.61529363408522,399
2024-11-06,62.67289564160401,399
2024-11-07,60.40381582,400
2024-11-08,60.66337083291771,401
2024-11-09,58.3115283117207,401
2024-11-10,60.66918268250001,400
2024-11-11,63.35520080451128,399
2024-11-12,61.9777436641604,399
2024-11-13,58.557363025,400
2024-11-14,60.791773503759394,399
2024-11-15,63.89402365,400
2024-11-16,64.12430285964912,399
2024-11-17,62.85397762311558,398
2024-11-18,66.46013897236182,398
2024-11-19,61.14898367506298,397
2024-11-20,55.2628198560606,396
2024-11-21,56.53275166919192,396
2024-11-22,59.33500717884131,397
2024-11-23,64.48743180050505,396
2024-11-24,68.02687837150127,393
2024-11-25,69.22846872110553,398
2024-11-26,73.09077871177945,399
2024-11-27,71.13145896491228,399
2024-11-28,69.33069155639097,399
2024-11-29,61.71683280200501,399
2024-11-30,58.352579320802,399
2024-12-01,59.906543414999994,400
2024-12-02,62.340729177499995,400
2024-12-03,63.004609438596496,399
2024-12-04,64.13715599999999,400
2024-12-05,62.90195207537688,398
2024-12-06,57.78959488161209,397
2024-12-07,56.980231277777776,396
2024-12-08,62.15644064141414,396
2024-12-09,69.77777513131313,396
2024-12-10,65.52550971284634,397
2024-12-11,59.42566064483627,397
2024-12-12,56.32514874307305,397
2024-12-13,64.48171498992443,397
2024-12-14,65.11403879545455,396
2024-12-15,70.00782901012658,395
2024-12-16,70.39304981772152,395
